Image Name                     PID Session Name        Session#    Mem Usage
svchost.exe                  26608 RDP-Tcp#143                6     15.272 K
svchost.exe                  27560                            8     18.132 K
System                           4 Services                   0        152 K
System Idle Process              0 Services                   0          8 K
taskhostw.exe                 2584                            2     15.284 K
taskhostw.exe                 4528                           13      8.684 K
taskhostw.exe                 4892                            2     21.924 K
taskhostw.exe                 7580                            3     15.060 K
taskhostw.exe                 8236                            8      8.664 K
taskhostw.exe                10088 RDP-Tcp#143                6      8.636 K
taskhostw.exe                10348                            4     12.372 K
taskhostw.exe                11200                            4      8.780 K
taskhostw.exe                13152                           10     14.928 K
taskhostw.exe                14088                            8     14.024 K
taskhostw.exe                16800                           10     13.488 K
taskhostw.exe                25188                           13     13.416 K
taskhostw.exe                26548 RDP-Tcp#143                6     14.008 K
taskhostw.exe                28620                            3      9.224 K
tasklist.exe                 25048                            3      8.016 K
Taskmgr.exe                   7808                            2     73.052 K
Taskmgr.exe                  27964                            4     47.644 K
Veeam.EndPoint.Service.ex     4248 Services                   0     71.812 K
Veeam.Guest.Interaction.P     5136 Services                   0     10.080 K
VeeamDeploymentSvc.exe        3704 Services                   0     13.204 K
VeeamTransportSvc.exe         3516 Services                   0     10.260 K
wininit.exe                    700 Services                   0      7.584 K
winlogon.exe                   772 Console                    1     10.528 K
winlogon.exe                  5428                            3     10.196 K
winlogon.exe                  6708                            2     10.192 K
winlogon.exe                 11976                           13      9.968 K
winlogon.exe                 16112                            4     10.008 K
winlogon.exe                 16484                           10     11.460 K
winlogon.exe                 17344                            8     11.712 K
winlogon.exe                 26504 RDP-Tcp#143                6      9.784 K
WmiApSrv.exe                  5848 Services                   0      8.024 K
WmiPrvSE.exe                  4468 Services                   0     38.068 K
WmiPrvSE.exe                  5004 Services                   0     14.308 K
WmiPrvSE.exe                 15616 Services                   0     20.840 K
XWin_MobaX.exe               28224 RDP-Tcp#143                6     17.700 K
zabbix_agent2.exe             3744 Services                   0     40.172 K
