Image Name                     PID Session Name        Session#    Mem Usage
mmc.exe                      18712                            2     26.180 K
MobaXterm_Personal_21.2.e    27996 RDP-Tcp#143                6     74.700 K
MpCmdRun.exe                 26924 Services                   0      6.452 K
msdtc.exe                     1968 Services                   0     10.656 K
MsMpEng.exe                  22224 Services                   0    543.180 K
NisSrv.exe                   25176 Services                   0     14.568 K
notepad.exe                  26100                            8     37.060 K
notepad++.exe                14484                            2     90.420 K
notepad++.exe                15256                           13     83.664 K
notepad++.exe                22384                            3     81.672 K
qemu-ga.exe                   3484 Services                   0     10.472 K
rdpclip.exe                    128                            3     13.904 K
rdpclip.exe                   3444                            2     16.060 K
rdpclip.exe                  12012                            8     14.888 K
rdpclip.exe                  19276                           10     11.288 K
rdpclip.exe                  25192                           13     12.084 K
rdpclip.exe                  26236 RDP-Tcp#143                6     11.540 K
rdpclip.exe                  27020                            4     11.972 K
Registry                       200 Services                   0     87.592 K
Runner.Listener.exe           4028                            3     73.396 K
Runner.Listener.exe           4036                            3     71.600 K
Runner.Worker.exe            16360                            3     68.848 K
RuntimeBroker.exe             1696                            2     31.716 K
RuntimeBroker.exe             2340                            2     14.104 K
RuntimeBroker.exe             3212                            2     21.480 K
RuntimeBroker.exe             3992                           13     46.268 K
RuntimeBroker.exe             4224                           13      8.160 K
RuntimeBroker.exe             7196                            4     18.224 K
RuntimeBroker.exe             8224                            3     24.424 K
RuntimeBroker.exe             8300                            3     16.432 K
RuntimeBroker.exe             8400                            3     13.548 K
RuntimeBroker.exe             8892                            8     16.392 K
RuntimeBroker.exe            14384                            8     28.664 K
RuntimeBroker.exe            15168                           10      8.168 K
RuntimeBroker.exe            15420                            4     16.348 K
RuntimeBroker.exe            17856                            8     26.616 K
RuntimeBroker.exe            26088                           13     18.144 K
RuntimeBroker.exe            26812                            4     29.852 K
RuntimeBroker.exe            26964 RDP-Tcp#143                6     17.292 K
RuntimeBroker.exe            27040 RDP-Tcp#143                6     35.716 K
RuntimeBroker.exe            27904 RDP-Tcp#143                6     13.724 K
SearchUI.exe                  3628                            3     52.888 K
SearchUI.exe                  6068                            2     51.288 K
SearchUI.exe                 14620                            8     79.828 K
SearchUI.exe                 18848                            4     50.296 K
SearchUI.exe                 22008                           13     38.436 K
SearchUI.exe                 26820 RDP-Tcp#143                6     79.740 K
SecurityHealthService.exe    12488 Services                   0     11.984 K
ServerManager.exe            26836 RDP-Tcp#143                6     83.036 K
services.exe                   844 Services                   0     14.988 K
ShellExperienceHost.exe       1236                            2     58.608 K
ShellExperienceHost.exe       6520                            3     47.544 K
ShellExperienceHost.exe       9944                           10     42.552 K
ShellExperienceHost.exe      14416                            8     56.244 K
ShellExperienceHost.exe      21932 RDP-Tcp#143                6     65.528 K
ShellExperienceHost.exe      22460                            4     66.628 K
ShellExperienceHost.exe      23244                           13     46.444 K
sihost.exe                    3428                            2     27.284 K
sihost.exe                    8032                            3     28.160 K
sihost.exe                   14904                            8     27.164 K
sihost.exe                   15088                            4     26.204 K
sihost.exe                   16728                           10     26.304 K
sihost.exe                   24836                           13     27.644 K
sihost.exe                   25520 RDP-Tcp#143                6     26.640 K
smartscreen.exe               3876                            3     27.212 K
smartscreen.exe               7452                            2     27.304 K
smartscreen.exe              13796                           10     26.440 K
smartscreen.exe              14500                            4     24.868 K
smartscreen.exe              18208                            8     26.632 K
smartscreen.exe              26140                           13     25.368 K
smartscreen.exe              27940 RDP-Tcp#143                6     40.288 K
smss.exe                       504 Services                   0      1.196 K
spoolsv.exe                   3252 Services                   0     32.468 K
svchost.exe                    584 Services                   0     28.444 K
svchost.exe                    928 Services                   0     19.148 K
svchost.exe                    972 Services                   0     17.980 K
svchost.exe                    984 Services                   0      4.332 K
svchost.exe                   1008 Services                   0     28.592 K
svchost.exe                   1052                            2     15.392 K
svchost.exe                   1084 Services                   0    185.096 K
svchost.exe                   1152 Services                   0      8.236 K
svchost.exe                   1160 Services                   0      7.636 K
svchost.exe                   1164 Services                   0     14.500 K
svchost.exe                   1252 Services                   0      8.892 K
svchost.exe                   1280 Services                   0     10.608 K
svchost.exe                   1288 Services                   0     12.764 K
svchost.exe                   1304 Services                   0     28.328 K
svchost.exe                   1384 Services                   0     11.708 K
svchost.exe                   1424 Services                   0     10.888 K
svchost.exe                   1512 Services                   0     13.484 K
svchost.exe                   1640 Services                   0     26.748 K
svchost.exe                   1672 Services                   0     12.540 K
svchost.exe                   1736 Services                   0     19.100 K
svchost.exe                   1772 Services                   0     10.212 K
svchost.exe                   1824 Services                   0     12.688 K
svchost.exe                   1832 Services                   0      6.268 K
svchost.exe                   1840 Services                   0      9.044 K
svchost.exe                   1932 Services                   0     18.108 K
svchost.exe                   1964 Services                   0      8.340 K
svchost.exe                   2016 Services                   0     10.756 K
svchost.exe                   2112 Services                   0      8.512 K
svchost.exe                   2252 Services                   0      9.620 K
svchost.exe                   2260 Services                   0      8.200 K
svchost.exe                   2268 Services                   0      7.460 K
svchost.exe                   2300 Services                   0     35.404 K
svchost.exe                   2368 Services                   0     15.340 K
svchost.exe                   2428 Services                   0     12.796 K
svchost.exe                   2544 Services                   0     14.024 K
svchost.exe                   2552 Services                   0      9.112 K
svchost.exe                   2560 Services                   0      9.272 K
svchost.exe                   2576 Services                   0     12.552 K
svchost.exe                   2800 Services                   0      9.024 K
svchost.exe                   2824 Services                   0     17.356 K
svchost.exe                   2872 Services                   0     13.676 K
svchost.exe                   3080 Services                   0     10.316 K
svchost.exe                   3184 Services                   0     17.352 K
svchost.exe                   3208 Services                   0     14.456 K
svchost.exe                   3448 Services                   0      7.768 K
svchost.exe                   3468 Services                   0      7.620 K
svchost.exe                   3476 Services                   0     47.656 K
svchost.exe                   3492 Services                   0      6.828 K
svchost.exe                   3500 Services                   0     19.004 K
svchost.exe                   3528 Services                   0     17.960 K
svchost.exe                   3536 Services                   0      6.048 K
svchost.exe                   3560 Services                   0     12.592 K
svchost.exe                   3568 Services                   0     24.400 K
svchost.exe                   3584 Services                   0      9.484 K
svchost.exe                   3956 Services                   0     12.844 K
svchost.exe                   3964 Services                   0      8.960 K
svchost.exe                   4552                            2     28.844 K
svchost.exe                   5300 Services                   0      8.068 K
svchost.exe                   5520                            3     15.272 K
svchost.exe                   5536 Services                   0     14.888 K
svchost.exe                   6228 Services                   0     29.816 K
svchost.exe                   6788 Services                   0     38.796 K
svchost.exe                   6916 Services                   0     10.700 K
svchost.exe                   7184                           13     15.264 K
svchost.exe                   8372                            3     26.324 K
svchost.exe                   8588 Services                   0      6.268 K
svchost.exe                   8896                            2     17.736 K
svchost.exe                   9180                            2      8.736 K
svchost.exe                   9396                           13     26.148 K
svchost.exe                  10288                            4      8.724 K
svchost.exe                  12448                            4     25.924 K
svchost.exe                  13464                           10     28.372 K
svchost.exe                  13504                            4     15.164 K
svchost.exe                  15724                            3      9.120 K
svchost.exe                  15908                           13      8.804 K
svchost.exe                  16100                            8     26.256 K
svchost.exe                  17004                            8     15.296 K
svchost.exe                  17336                           10     15.268 K
svchost.exe                  23176                            8      8.684 K
svchost.exe                  24616 RDP-Tcp#143                6     31.192 K
svchost.exe                  25632 Services                   0     11.348 K
svchost.exe                  26584 Services                   0      6.232 K
svchost.exe                  26608 RDP-Tcp#143                6     15.284 K
svchost.exe                  27560                            8     18.132 K
svchost.exe                  27656 Services                   0      6.464 K
System                           4 Services                   0        152 K
System Idle Process              0 Services                   0          8 K
taskhostw.exe                 2584                            2     15.284 K
taskhostw.exe                 4528                           13      8.684 K
taskhostw.exe                 4892                            2     21.924 K
taskhostw.exe                 7580                            3     15.084 K
taskhostw.exe                 8236                            8      8.664 K
taskhostw.exe                10088 RDP-Tcp#143                6      8.636 K
taskhostw.exe                10348                            4     12.380 K
taskhostw.exe                11200                            4      8.780 K
taskhostw.exe                13152                           10     14.928 K
taskhostw.exe                14088                            8     14.012 K
taskhostw.exe                16800                           10     13.488 K
taskhostw.exe                25188                           13     13.420 K
taskhostw.exe                26548 RDP-Tcp#143                6     14.024 K
taskhostw.exe                28620                            3      9.224 K
tasklist.exe                 27992                            3      8.004 K
Taskmgr.exe                   7808                            2     73.080 K
Taskmgr.exe                  27964                            4     47.676 K
Veeam.EndPoint.Service.ex     4248 Services                   0     71.764 K
Veeam.Guest.Interaction.P     5136 Services                   0     10.080 K
VeeamDeploymentSvc.exe        3704 Services                   0     13.204 K
VeeamTransportSvc.exe         3516 Services                   0     10.260 K
wininit.exe                    700 Services                   0      7.568 K
winlogon.exe                   772 Console                    1     10.528 K
winlogon.exe                  5428                            3     10.196 K
winlogon.exe                  6708                            2     10.192 K
winlogon.exe                 11976                           13      9.968 K
winlogon.exe                 16112                            4     10.008 K
winlogon.exe                 16484                           10     11.460 K
winlogon.exe                 17344                            8     11.712 K
winlogon.exe                 26504 RDP-Tcp#143                6      9.784 K
WmiApSrv.exe                  5848 Services                   0      8.024 K
WmiPrvSE.exe                  4468 Services                   0     42.492 K
WmiPrvSE.exe                  5004 Services                   0     14.888 K
WmiPrvSE.exe                 15616 Services                   0     24.864 K
XWin_MobaX.exe               28224 RDP-Tcp#143                6     17.700 K
zabbix_agent2.exe             3744 Services                   0     40.264 K
