Image Name                     PID Session Name        Session#    Mem Usage
svchost.exe                   6228 Services                   0     30.944 K
svchost.exe                   6788 Services                   0     38.788 K
svchost.exe                   6916 Services                   0     10.700 K
svchost.exe                   7184                           13     15.248 K
svchost.exe                   8372                            3     26.372 K
svchost.exe                   8588 Services                   0      6.256 K
svchost.exe                   8896                            2     17.736 K
svchost.exe                   9180                            2      8.736 K
svchost.exe                   9396                           13     26.176 K
svchost.exe                  10288                            4      8.724 K
svchost.exe                  12448                            4     25.964 K
svchost.exe                  13464                           10     28.380 K
svchost.exe                  13504                            4     15.164 K
svchost.exe                  15724                            3      9.216 K
svchost.exe                  15908                           13      8.804 K
svchost.exe                  16100                            8     26.288 K
svchost.exe                  17004                            8     15.296 K
svchost.exe                  17336                           10     15.268 K
svchost.exe                  23176                            8      8.684 K
svchost.exe                  24616 RDP-Tcp#143                6     31.220 K
svchost.exe                  25632 Services                   0     11.348 K
svchost.exe                  26584 Services                   0      6.232 K
svchost.exe                  26608 RDP-Tcp#143                6     15.284 K
svchost.exe                  27428 Services                   0      6.540 K
svchost.exe                  27560                            8     18.148 K
System                           4 Services                   0        152 K
System Idle Process              0 Services                   0          8 K
taskhostw.exe                 2584                            2     15.284 K
taskhostw.exe                 4528                           13      8.684 K
taskhostw.exe                 4892                            2     21.924 K
taskhostw.exe                 7580                            3     15.060 K
taskhostw.exe                 8236                            8      8.664 K
taskhostw.exe                10088 RDP-Tcp#143                6      8.636 K
taskhostw.exe                10348                            4     12.372 K
taskhostw.exe                11200                            4      8.780 K
taskhostw.exe                13152                           10     14.928 K
taskhostw.exe                14088                            8     14.024 K
taskhostw.exe                16800                           10     13.488 K
taskhostw.exe                25188                           13     13.428 K
taskhostw.exe                26548 RDP-Tcp#143                6     14.008 K
taskhostw.exe                28620                            3      9.224 K
tasklist.exe                 17744                            3      8.008 K
Taskmgr.exe                   7808                            2     73.064 K
Taskmgr.exe                  27964                            4     47.660 K
Veeam.EndPoint.Service.ex     4248 Services                   0     71.812 K
Veeam.Guest.Interaction.P     5136 Services                   0     10.080 K
VeeamDeploymentSvc.exe        3704 Services                   0     13.204 K
VeeamTransportSvc.exe         3516 Services                   0     10.260 K
wininit.exe                    700 Services                   0      7.568 K
winlogon.exe                   772 Console                    1     10.528 K
winlogon.exe                  5428                            3     10.196 K
winlogon.exe                  6708                            2     10.192 K
winlogon.exe                 11976                           13      9.968 K
winlogon.exe                 16112                            4     10.008 K
winlogon.exe                 16484                           10     11.460 K
winlogon.exe                 17344                            8     11.712 K
winlogon.exe                 26504 RDP-Tcp#143                6      9.784 K
WmiApSrv.exe                  5848 Services                   0      8.024 K
WmiPrvSE.exe                  4468 Services                   0     37.908 K
WmiPrvSE.exe                  5004 Services                   0     15.052 K
WmiPrvSE.exe                 15616 Services                   0     29.732 K
WmiPrvSE.exe                 21848 Services                   0     13.980 K
XWin_MobaX.exe               28224 RDP-Tcp#143                6     17.700 K
zabbix_agent2.exe             3744 Services                   0     40.356 K
