Image Name                     PID Session Name        Session#    Mem Usage
csrss.exe                     6588                            2     13.200 K
csrss.exe                     8860                            4     11.520 K
csrss.exe                    12228 RDP-Tcp#143                6     19.904 K
csrss.exe                    16048                           10     13.628 K
csrss.exe                    19084                           13     14.068 K
ctfmon.exe                    3548                            2     17.044 K
ctfmon.exe                    5260                            8     16.464 K
ctfmon.exe                    7892                            3     16.880 K
ctfmon.exe                    9200                            4     16.156 K
ctfmon.exe                   13360                           13     16.604 K
ctfmon.exe                   20308                           10     15.536 K
ctfmon.exe                   22252 RDP-Tcp#143                6     15.900 K
dllhost.exe                   9528                            8     12.168 K
dllhost.exe                  23496                            2     17.432 K
dllhost.exe                  28156 RDP-Tcp#143                6     12.276 K
dwm.exe                       1712 Console                    1     46.680 K
dwm.exe                       4452                            3     96.416 K
dwm.exe                       4952                            2    104.976 K
dwm.exe                      11816                            8    172.672 K
dwm.exe                      17940                            4     69.336 K
dwm.exe                      18372 RDP-Tcp#143                6    101.800 K
dwm.exe                      19896                           10     61.092 K
dwm.exe                      22420                           13    102.820 K
explorer.exe                  2600                            3    155.116 K
explorer.exe                  5096                            2    143.780 K
explorer.exe                  5296                            8    128.748 K
explorer.exe                  7368                            4    125.340 K
explorer.exe                  9444 RDP-Tcp#143                6    148.404 K
explorer.exe                 11696                            2     62.612 K
explorer.exe                 13028                           13    139.020 K
explorer.exe                 17684                           10    126.932 K
fontdrvhost.exe                148 Console                    1      5.180 K
fontdrvhost.exe                164 Services                   0      5.228 K
fontdrvhost.exe               6856                            2     11.072 K
fontdrvhost.exe               8804                            3     10.204 K
fontdrvhost.exe              11240                            4      8.128 K
fontdrvhost.exe              14552                            8      9.492 K
fontdrvhost.exe              18688                           10     10.092 K
fontdrvhost.exe              24700 RDP-Tcp#143                6     10.892 K
fontdrvhost.exe              25532                           13     12.028 K
GitExtensions.exe            19748                            2    188.524 K
GitExtensions.exe            26700                           13    224.420 K
java.exe                      2536                           13    105.404 K
LogonUI.exe                    336                            2     28.408 K
LogonUI.exe                   1364 Console                    1     50.540 K
LogonUI.exe                   8844                            8     28.508 K
LogonUI.exe                  12884                            4     28.408 K
LogonUI.exe                  17060                           10     28.472 K
LogonUI.exe                  17760                           13     28.428 K
LogonUI.exe                  22280                            3     28.404 K
lsass.exe                      852 Services                   0     51.048 K
mmc.exe                      10472                            2     17.000 K
mmc.exe                      18712                            2     26.180 K
MobaXterm_Personal_21.2.e    27996 RDP-Tcp#143                6     74.692 K
msdtc.exe                     1968 Services                   0     10.652 K
MsMpEng.exe                  22224 Services                   0    514.108 K
NisSrv.exe                   25176 Services                   0     14.200 K
notepad.exe                  26100                            8     37.060 K
notepad++.exe                14484                            2     90.420 K
notepad++.exe                15256                           13     83.664 K
notepad++.exe                22384                            3     81.668 K
qemu-ga.exe                   3484 Services                   0     10.484 K
rdpclip.exe                    128                            3     13.900 K
rdpclip.exe                   3444                            2     16.056 K
rdpclip.exe                  12012                            8     14.884 K
rdpclip.exe                  19276                           10     11.284 K
rdpclip.exe                  25192                           13     12.080 K
rdpclip.exe                  26236 RDP-Tcp#143                6     11.536 K
rdpclip.exe                  27020                            4     11.968 K
Registry                       200 Services                   0     87.316 K
Runner.Listener.exe           4028                            3     73.108 K
Runner.Listener.exe           4036                            3     71.584 K
Runner.Worker.exe            16360                            3     71.540 K
RuntimeBroker.exe             1696                            2     31.712 K
RuntimeBroker.exe             2340                            2     14.288 K
RuntimeBroker.exe             3212                            2     21.400 K
RuntimeBroker.exe             3992                           13     46.344 K
RuntimeBroker.exe             4224                           13      8.156 K
RuntimeBroker.exe             7196                            4     18.344 K
RuntimeBroker.exe             8224                            3     24.444 K
RuntimeBroker.exe             8300                            3     16.428 K
RuntimeBroker.exe             8400                            3     13.652 K
RuntimeBroker.exe             8600                           10     13.036 K
RuntimeBroker.exe             8892                            8     16.388 K
RuntimeBroker.exe            14384                            8     29.072 K
RuntimeBroker.exe            15168                           10      8.164 K
RuntimeBroker.exe            15420                            4     16.464 K
RuntimeBroker.exe            15508                           10     16.204 K
RuntimeBroker.exe            17856                            8     26.716 K
RuntimeBroker.exe            26088                           13     18.172 K
RuntimeBroker.exe            26812                            4     29.848 K
RuntimeBroker.exe            26964 RDP-Tcp#143                6     17.288 K
RuntimeBroker.exe            27040 RDP-Tcp#143                6     35.700 K
RuntimeBroker.exe            27904 RDP-Tcp#143                6     13.696 K
SearchUI.exe                  3628                            3     66.256 K
SearchUI.exe                  6068                            2     64.128 K
SearchUI.exe                 14620                            8     98.428 K
SearchUI.exe                 18848                            4     64.880 K
SearchUI.exe                 18864                           10     49.224 K
SearchUI.exe                 22008                           13     47.140 K
SearchUI.exe                 26820 RDP-Tcp#143                6     96.056 K
SecurityHealthService.exe    12488 Services                   0     11.984 K
ServerManager.exe            26836 RDP-Tcp#143                6     84.920 K
services.exe                   844 Services                   0     15.060 K
ShellExperienceHost.exe       1236                            2     58.608 K
ShellExperienceHost.exe       6520                            3     47.544 K
ShellExperienceHost.exe       9944                           10     42.552 K
ShellExperienceHost.exe      14416                            8     56.244 K
ShellExperienceHost.exe      21932 RDP-Tcp#143                6     65.584 K
ShellExperienceHost.exe      22460                            4     66.628 K
ShellExperienceHost.exe      23244                           13     46.444 K
sihost.exe                    3428                            2     27.276 K
sihost.exe                    8032                            3     28.156 K
sihost.exe                   14904                            8     27.156 K
sihost.exe                   15088                            4     26.332 K
sihost.exe                   16728                           10     26.356 K
sihost.exe                   24836                           13     27.768 K
sihost.exe                   25520 RDP-Tcp#143                6     26.672 K
smartscreen.exe               3876                            3     27.212 K
smartscreen.exe               7452                            2     27.304 K
smartscreen.exe              13796                           10     26.432 K
smartscreen.exe              14500                            4     24.856 K
smartscreen.exe              18208                            8     26.628 K
smartscreen.exe              26140                           13     25.368 K
smartscreen.exe              27940 RDP-Tcp#143                6     40.284 K
smss.exe                       504 Services                   0      1.196 K
spoolsv.exe                   3252 Services                   0     32.540 K
svchost.exe                    584 Services                   0     28.536 K
svchost.exe                    928 Services                   0     19.136 K
svchost.exe                    972 Services                   0     17.980 K
svchost.exe                    984 Services                   0      4.332 K
svchost.exe                   1008 Services                   0     28.768 K
svchost.exe                   1052                            2     15.404 K
svchost.exe                   1084 Services                   0    187.720 K
svchost.exe                   1152 Services                   0      8.236 K
svchost.exe                   1160 Services                   0      7.684 K
svchost.exe                   1164 Services                   0     14.508 K
svchost.exe                   1252 Services                   0      8.896 K
svchost.exe                   1280 Services                   0     10.608 K
svchost.exe                   1288 Services                   0     12.764 K
svchost.exe                   1304 Services                   0     29.160 K
svchost.exe                   1384 Services                   0     11.700 K
svchost.exe                   1424 Services                   0     10.888 K
svchost.exe                   1512 Services                   0     13.500 K
svchost.exe                   1640 Services                   0     26.632 K
svchost.exe                   1672 Services                   0     12.496 K
svchost.exe                   1736 Services                   0     19.112 K
svchost.exe                   1772 Services                   0     10.212 K
svchost.exe                   1824 Services                   0     12.688 K
svchost.exe                   1832 Services                   0      6.268 K
svchost.exe                   1840 Services                   0      9.048 K
svchost.exe                   1932 Services                   0     18.072 K
svchost.exe                   1964 Services                   0      8.356 K
svchost.exe                   2016 Services                   0     10.752 K
svchost.exe                   2112 Services                   0      8.504 K
svchost.exe                   2252 Services                   0      9.620 K
svchost.exe                   2260 Services                   0      8.212 K
svchost.exe                   2268 Services                   0      7.464 K
svchost.exe                   2300 Services                   0     33.604 K
svchost.exe                   2368 Services                   0     15.340 K
svchost.exe                   2428 Services                   0     12.796 K
svchost.exe                   2544 Services                   0     14.024 K
svchost.exe                   2552 Services                   0      9.112 K
svchost.exe                   2560 Services                   0      9.272 K
svchost.exe                   2576 Services                   0     12.616 K
svchost.exe                   2800 Services                   0      9.024 K
svchost.exe                   2824 Services                   0     16.876 K
svchost.exe                   2872 Services                   0     13.676 K
svchost.exe                   3080 Services                   0     10.316 K
svchost.exe                   3184 Services                   0     17.372 K
svchost.exe                   3208 Services                   0     14.456 K
svchost.exe                   3448 Services                   0      7.768 K
svchost.exe                   3468 Services                   0      7.588 K
svchost.exe                   3476 Services                   0     47.356 K
svchost.exe                   3492 Services                   0      6.828 K
svchost.exe                   3500 Services                   0     18.804 K
svchost.exe                   3528 Services                   0     17.960 K
svchost.exe                   3536 Services                   0      6.048 K
svchost.exe                   3560 Services                   0     12.632 K
svchost.exe                   3568 Services                   0     24.376 K
svchost.exe                   3584 Services                   0      9.496 K
svchost.exe                   3956 Services                   0     12.856 K
svchost.exe                   3964 Services                   0      8.944 K
svchost.exe                   4552                            2     28.892 K
svchost.exe                   5300 Services                   0      8.084 K
svchost.exe                   5520                            3     15.260 K
svchost.exe                   5536 Services                   0     14.888 K
svchost.exe                   6228 Services                   0     30.604 K
svchost.exe                   6788 Services                   0     38.784 K
svchost.exe                   6916 Services                   0     10.696 K
svchost.exe                   7184                           13     15.248 K
svchost.exe                   8372                            3     26.360 K
svchost.exe                   8588 Services                   0      6.264 K
svchost.exe                   8896                            2     17.736 K
svchost.exe                   9180                            2      8.736 K
svchost.exe                   9396                           13     26.176 K
svchost.exe                  10288                            4      8.724 K
svchost.exe                  12432 Services                   0     21.460 K
svchost.exe                  12448                            4     25.964 K
svchost.exe                  13464                           10     28.392 K
svchost.exe                  13504                            4     15.164 K
svchost.exe                  15724                            3      9.196 K
svchost.exe                  15908                           13      8.804 K
svchost.exe                  16100                            8     26.300 K
svchost.exe                  17004                            8     15.312 K
svchost.exe                  17336                           10     15.280 K
svchost.exe                  23176                            8      8.684 K
svchost.exe                  24616 RDP-Tcp#143                6     31.204 K
svchost.exe                  25632 Services                   0     11.348 K
svchost.exe                  26584 Services                   0      6.244 K
svchost.exe                  26608 RDP-Tcp#143                6     15.272 K
svchost.exe                  27560                            8     18.132 K
System                           4 Services                   0        152 K
System Idle Process              0 Services                   0          8 K
taskhostw.exe                 2584                            2     15.284 K
taskhostw.exe                 4528                           13      8.684 K
taskhostw.exe                 4892                            2     21.924 K
taskhostw.exe                 7580                            3     15.060 K
taskhostw.exe                 8236                            8      8.664 K
taskhostw.exe                10088 RDP-Tcp#143                6      8.636 K
taskhostw.exe                10348                            4     12.372 K
taskhostw.exe                11200                            4      8.780 K
taskhostw.exe                13152                           10     14.928 K
taskhostw.exe                14088                            8     14.024 K
taskhostw.exe                16800                           10     13.488 K
taskhostw.exe                25188                           13     13.420 K
taskhostw.exe                26548 RDP-Tcp#143                6     14.008 K
taskhostw.exe                28620                            3      9.224 K
tasklist.exe                  9700                            3      8.016 K
Taskmgr.exe                   7808                            2     73.064 K
Taskmgr.exe                  27964                            4     47.660 K
Veeam.EndPoint.Service.ex     4248 Services                   0     71.820 K
Veeam.Guest.Interaction.P     5136 Services                   0     10.080 K
VeeamDeploymentSvc.exe        3704 Services                   0     13.204 K
VeeamTransportSvc.exe         3516 Services                   0     10.260 K
wininit.exe                    700 Services                   0      7.584 K
winlogon.exe                   772 Console                    1     10.528 K
winlogon.exe                  5428                            3     10.196 K
winlogon.exe                  6708                            2     10.192 K
winlogon.exe                 11976                           13      9.968 K
winlogon.exe                 16112                            4     10.008 K
winlogon.exe                 16484                           10     11.460 K
winlogon.exe                 17344                            8     11.712 K
winlogon.exe                 26504 RDP-Tcp#143                6      9.784 K
WmiApSrv.exe                  5848 Services                   0      8.024 K
WmiPrvSE.exe                  4468 Services                   0     48.488 K
WmiPrvSE.exe                  5004 Services                   0     14.484 K
WmiPrvSE.exe                 15616 Services                   0     20.320 K
XWin_MobaX.exe               28224 RDP-Tcp#143                6     17.700 K
zabbix_agent2.exe             3744 Services                   0     40.356 K
